Project Number,Project Title,Principal Investigator,Institution,Status,Research_Report_Title,Research_Report_URL,Year,Duration (months),Funding (HK$),Major Themes,Empirical_Data_URL
2020.B16.003.20D,Towards a Multicultural Active Ageing Policy: A Qualitative Study of Quality of Life Among South Asian Older Adults in Hong Kong,Dr SHUM Chun Tat,The Open University of Hong Kong***,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2020.B16.003.20D_Final Report_Dr Shum.pdf,2020-21 (Fourth Round),15,357159,Livelihood Issues,
2021.A1.112.21A,A Longitudinal Study of Intergenerational Transmission of Poverty in Hong Kong across the 2010s: Policy Implications in Poverty/Inequality and Youth Development,Dr HO Wing Chung,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A1.112.21A_Final Report_Dr Ho.pdf,2021-22 (First Round),15,269596,"Livelihood Issues, Youth Development",
2021.A1.113.21A,Using Deliberation to Reduce Polarization and Build Consensus: An Experimental Study,Dr SHEN Fei,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A1.113.21A_Final Report_Dr Shen.pdf,2021-22 (First Round),18,432687,Political Development and Governance,
2021.A4.073.21A,The Innovative Combination of Hong Kong's Brand Strength and the Mainland's Advanced Manufacturing Technology in Developing the Greater Bay Area as a Centre of High-quality Proprietary Chinese Medicine,"Dr ZHENG Wan Tai, Victor",The Chinese University of Hong Kong,Completed,Research Report (Chinese Version only),https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A4.073.21A_Final Report_Dr Zheng.pdf,2021-22 (First Round),12,565892,Economic Development,
2021.A4.075.21A,Doxxing in Hong Kong: A Discourse-Analytic Perspective,"Dr LEE Ka Man, Carmen",The Chinese University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/tc/research_report(PDF)/2021.A4.075.21A_Final Report_Dr Lee.pdf,2021-22 (First Round),15,350000,Youth Development,
2021.A6.169.21A,Costs and Benefits of Undertaking BEAM (Building Environment Assessment Method) Plus New Building Assessments in Hong Kong,Dr CHAU Chi Kwan,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.169.21A_Final Report_Dr Chau.pdf,2021-22 (First Round),20,565169,Environmental Protection,
2021.A8.105.21A,Economic Determinants and Implications of the 2019 Hong Kong District Council Election,Prof TAO Zhigang,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A8.105.21A_Final Report_Prof Tao.pdf,2021-22 (First Round),18,583625,"Livelihood Issues, Political Development and Governance",
2021.B16.005.21A,Political Participation in Late Adulthood: A Latent Transition Analysis,Dr LAM Wai Man,The Open University of Hong Kong***,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.B16.005.21A_Final Report_Dr Lam.pdf,2021-22 (First Round),24,870104,Livelihood Issues,
2021.C1.004.21A,Construction Policy: Utilizing Blockchain Technology for Construction Activity Tracking,"Ir Dr HO Chung Tai, Raymond",Dashun Foundation,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.C1.004.21A_Final Report_Ir Dr Ho.pdf,2021-22 (First Round),13.5,776020,Economic Development,
2021.A1.115.21B,Assessing Brownfield Redevelopment Potentials in Hong Kong: A Geographic Information System (GIS) Analysis of Brownfield Sites,Dr LI Xin,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A1.115.21B_Final Report_Dr Li.pdf,2021-22 (Second Round),15,370455.2,Land and Housing Supply,
2021.A2.047.21B,Building Resilience to Information Disorder in Hong Kong: An Investigation of Rumor Exposure and Dissemination in Times of Public Crisis,"Dr SONG Yunya, Celine",Hong Kong Baptist University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A2.047.21B_Final Report_Dr Song.pdf,2021-22 (Second Round),15,500000,Political Development and Governance,
2021.A4.078.21B,Developing a Sustainable City Brand for Hong Kong based on Local Brand Equity of Green-Creative-Smart City,"Prof CHAN Chung Shing,
Johnson",The Chinese University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A4.078.21B_Final Report_Prof Chan.pdf,2021-22 (Second Round),18,722027.5,Economic Development,
2021.A6.173.21B,Evaluation of Impact of Policy Interventions on the Building Information Modelling (BIM) Adoption Status in the Hong Kong Construction Industry: From a Comparative Perspective,Prof LI Heng,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.173.21B_Final Report_Prof Li.pdf,2021-22 (Second Round),18,409400,Economic Development,
2021.A6.174.21B,Evaluation of ‘Over-tourism’ Phenomenon in Hong Kong Using Machine Learning and Social Media Data,Dr LIU Xintao,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.174.21B_Final Report_Dr Liu.pdf,2021-22 (Second Round),12,223100,Others,
2021.A6.177.21B,A Decision Support System for Post-COVID Tourism Policy Formation and Monitoring,"Prof HSU Hui Chun, Cathy",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.177.21B_Final Report_Prof Hsu.pdf,2021-22 (Second Round),18,600000,Economic Development,
2021.A2.049.21C,Data Literacy of Hong Kong Internet Users,Dr IP Ka Wai,Hong Kong Baptist University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A2.049.21C_Final Report_Dr Ip.pdf,2021-22 (Third Round),12,610914.5,Others,
2021.A5.092.21C,"Working in the Guangdong-Hong Kong-Macao Greater Bay Area: Hong Kong Science, Technology, Engineering and Mathematics (STEM) Undergraduates' Intention and Concerns",Dr WAN Zhihong,The Education University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A5.092.21C_Final Report_Dr Wan.pdf,2021-22 (Third Round),15,500000,"Economic Development, Youth Development",
2021.A5.096.21C.A2,Public Support for Social Inclusion Policies,Dr LEE Siu Yau,Hong Kong Baptist University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A5.096.21C.A2_Final Report_Dr Lee.pdf,2021-22 (Third Round),18.3,523250,Livelihood Issues,
2021.A6.181.21C,"Regulatory Framework and Guidelines for Drone Applications in the Hong Kong Architecture, Engineering and Construction Industry","Dr YANG Yang, Jackie",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.181.21C_Final Report_Dr Yang.pdf,2021-22 (Third Round),15,460000,Others,
2021.A7.021.21C,"The Persistence of Behavioral Changes in Post-Pandemic Hong Kong: Implications for Transportation, Housing and Economic Development Policies",Prof ZHU Pengyu,The Hong Kong University of Science and Technology,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A7.021.21C_Final Report_Prof Zhu.pdf,2021-22 (Third Round),27,658087.5,Others,
2021.A8.110.21C,Attractions and Hurdles of Retiring in the Greater Bay Area in the Post-pandemic Period: Investigating How the Choice of Cross Border Retirement will be Affected by the Portability of Public Benefits and Social Support Network,"Prof CHOW Wing Sun, Nelson",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A8.110.21C_Final Report_Prof Chow.pdf,2021-22 (Third Round),11,460000,Livelihood Issues,
2021.A1.119.21D,Socio-Economic Segregation in Hong Kong - Social Exclusion and the Provision of Public Services in Spatially Segregated Areas,Prof YIP Ngai Ming,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A1.119.21D_Final Report_Prof Yip.pdf,2021-22 (Fourth Round),12,157205,Livelihood Issues,
2021.A1.120.21D,Investigating the Appropriateness of Adopting a Single Limit in Overall Thermal Transfer Value Regulation for Buildings in Hong Kong,"Dr CHAN Lok Shun, Apple",City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A1.120.21D_Final Report_Dr Chan.pdf,2021-22 (Fourth Round),12,439070,Environmental Protection,
2021.A1.121.21D,Capacity Building for Sustainable Water Governance in Hong Kong by Socio-technological Innovation,Dr LI Wanxin,City University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A1.121.21D_Final Report_Dr LI.pdf,2021-22 (Fourth Round),22.5,637748.6,"Environmental Protection, Political Development and Governance",
2021.A5.100.21D,"Determinants of Hong Kong Secondary Students' Senses of Belonging to School, City, Country and the World",Dr WANG Hui,The Education University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A5.100.21D_Final Report_Dr Wang.pdf,2021-22 (Fourth Round),15,425543.7,Education and Youth Development,
2021.A5.101.21D,"Investigating Primary School Teachers' E-assessment Practices, Intentions and Influencing Factors in the New Normal: Implications for Developing E-assessment Policy",Dr ZHAN Ying,The Education University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A5.101.21D_Final Report_Dr Zhan.pdf,2021-22 (Fourth Round),12,662170,Innovation and Technology,
2021.A6.184.21D,Identifying and Prioritizing Development Zones for Green Roofs in Hong Kong: A Geospatial Smart City Way towards Carbon Neutrality,Dr YAO Wei,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.184.21D_Final Report_Dr Yao.pdf,2021-22 (Fourth Round),15,599150,Others,
2021.A6.185.21D,Towards People-centric Smart City Development: Investigating the Citizens' Preferences and Expectations about Smart-city Services in Hong Kong,Dr WEI Hsi Hsien,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.185.21D_Final Report_Dr Wei.pdf,2021-22 (Fourth Round),12,469401.25,Others,
2021.A6.189.21D,Study on the Critical Influencing Factors and Policy Effectiveness Improvement of the Collaborative Governance of the Construction and Demolition Waste Recycling Chain in Hong Kong,Prof LI Heng,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.A6.189.21D_Final Report_Prof Li.pdf,2021-22 (Fourth Round),12,310270,Environmental Protection,
2021.C24.001.21D,Enhancing Hong Kong’s Role as Regional Aviation Hub through Developing a Supply Chain Service Center for Cross-border E-commerce,"Dr WANG Jixian, James",Bay Area Hong Kong Centre,Completed,Research Report (Chinese Version only),https://www.cepu.gov.hk/doc/en/research_report(PDF)/2021.C24.001.21D_Final Report_Dr Wang.pdf,2021-22 (Fourth Round),15,608450,Co-operation with the Mainland,
2022.A6.191.22A,Developing Low-Cost Remote Sensing System for Detecting Illegal Dumping of Construction Waste in Hong Kong,Dr ZHU Xiaolin,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.191.22A_Final Report_Dr Zhu.pdf,2022-23 (First Round),12,281060,Environmental Protection,
2022.B24.001.22A,Constructing A System of Interest for A Social Marketing Intervention to Nudge Plate Waste Reduction in Restaurants,"Dr LEE Suet Mui, Daisy",School of Professional Education and Executive Development The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.B24.001.22A_Final Report_Dr Lee.pdf,2022-23 (First Round),12,545790,Environmental Protection,
2022.A2.053.22B,Constructing Daily Hong Kong Online Price Index and Price Dynamics: The Role of Ecommerce in the Post-pandemic Era,"Dr WAN Shui Ki, Monique",Hong Kong Baptist University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A2.053.22B_Final Report_Dr Wan.pdf,2022-23 (Second Round),15,560050,Economic Development,
2022.A4.090.22B,Promoting Active Ageing and Social Participation with Time Voucher/Bank,"Prof AU Yuk Fai, Kevin",The Chinese University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A4.090.22B_Final Report_Prof Au.pdf,2022-23 (Second Round),12,586045,Livelihood Issues,
2022.A7.024.22B,Regulating Tourist Coach Parking in Hong Kong: Curbside Management and Carpark Provision,Dr LI Sen,The Hong Kong University of Science and Technology,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A7.024.22B_Final Report_Dr LI.pdf,2022-23 (Second Round),24,986718,Livelihood Issues,
2022.A8.121.22B,"Standards-Setting, National Security, and the Responsibility of Technological Platforms in Hong Kong: Understanding Article 139 of the Hong Kong Basic Law",Dr Marcelo THOMPSON,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A8.121.22B_Final Report_Dr Thompson.pdf,2022-23 (Second Round),13.9,284573.25,Political Development and Governance,
2022.B24.002.22B,Motivating Small and Medium Enterprises (SMEs) to Adopt Blockchain for Building a Smart Hong Kong: An Investigation of Blockchain Adoption Drivers and Implementation Support,"Dr WONG Shun Mun, Helen",School of Professional Education and Executive Development The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.B24.002.22B_Final Report_Dr Wong.pdf,2022-23 (Second Round),12,432579.4,Innovation and Technology,
2022.A5.113.22C,Poverty Dynamics in Hong Kong: Synthetic Panel Approach,Prof CHOU Kee Lee,The Education University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A5.113.22C_Final Report_Prof Chou.pdf,2022-23 (Third Round),12,400775,Livelihood Issues,
2022.A6.200.22C,"Tackling Ageing Buildings and Facilitating Urban Transformation:
Optimization of Floor Area Ratio Regulation in Hong Kong’s Urban Renewal Process",Dr FAN Ying,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.200.22C_Final Report_Dr Fan.pdf,2022-23 (Third Round),15,598000,Land and Housing,
2022.A6.202.22C,Incorporating Spatial Heterogeneity of Rainfall Response to Climate Change into the Design of Slope Drainage Provisions in Hong Kong,Dr WANG Shuo,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.202.22C_Final Report_Dr Wang.pdf,2022-23 (Third Round),12,470350,Others,
2022.A6.207.22C,Energy Efficiency Retrofitting of Existing Buildings for Carbon Neutrality in Hong Kong: Policy Recommendations and Guidelines for Overcoming the Challenges,"Prof CHAN Ping Chuen, Albert",The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.207.22C_Final Report_Prof Chan.pdf,2022-23 (Third Round),15,359542.9,Environmental Protection,
2022.A8.125.22C,Establishing a Performance Expectation Framework for STEM Education Among Primary and Secondary School Students in Hong Kong,"Dr CHEN Chen, Logan",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A8.125.22C_Final Report_Prof Chen.pdf,2022-23 (Third Round),15,546136.56,Education and Youth Development,
2022.A8.129.22C,Prefabrication Hub Feasibility for Hong Kong Construction Industry: An Integrated Approach,"Dr ZHONG Runyang, Ray",The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A8.129.22C_Final Report_Dr Zhong.pdf,2022-23 (Third Round),12,281691.35,"Economic Development, Innovation and Technology",
2022.A6.211.22D,Mission Zero: Cost Effective Pathway towards Carbon Neutral Buildings,Dr CHAU Chi Kwan,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.211.22D_Final Report_Dr Chau.pdf,2022-23 (Fourth Round),12,449535,Environmental Protection,
2022.A6.214.22D,Enhancing the Social Participation of Older People with Lived Experiences of Homelessness: A Community Based Participatory Research,Dr Crystal KWAN,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.214.22D_Final Report_Dr Kwan.pdf,2022-23 (Fourth Round),15,460000,Livelihood Issues,
2022.A6.215.22D,Using Carbon Regulation to Promote the Adoption of Modular Integrated Construction in Hong Kong: An Evolutionary Game-based Study,Prof LI Heng,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A6.215.22D_Final Report.pdf,2022-23 (Fourth Round),21,772225,Land and Housing,
2022.A8.130.22D,School Leaders’ Challenges and Responses during the COVID-19 Pandemic: Deriving Recommendations Based on Evidence from A Systematic Review,Dr TAN Cheng Yong,The University of Hong Kong,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.A8.130.22D_Final Report_Dr Tan.pdf,2022-23 (Fourth Round),12,308415,Education and Youth Development,
2022.C1.008.22D,Hong Kong 2030+ Eastern Knowledge and Technology Corridor: How to Create High Workability Conditions to Foster the Employment of Industrial Innovation Talents?,"Ir Dr HO Chung Tai, Raymond",Dashun Foundation,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2022.C1.008.22D_Final Report_Ir Dr Ho.pdf,2022-23 (Fourth Round),10,825700,Livelihood Issues,
2023.A6.221.23A,Now More Important than Ever: Promoting Healthy Financial Behaviors for Hong Kong Youths from Lower-SES Households,Dr LI Xiaomin,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2023.A6.221.23A_Final Report.pdf,2023-24 (First Round),14,490291,"Livelihood Issues, Education and Youth Development",
2023.A6.225.23B,Policy Recommendations on Sustainable Logistics Development in Hong Kong under the Global ESG Trend and Initiatives,Dr TSANG Yung Po,The Hong Kong Polytechnic University,Completed,Research Report,https://www.cepu.gov.hk/doc/en/research_report(PDF)/2023.A6.225.23B_Final Report.pdf,2023-24 (Second Round),12,580750,Innovation and Technology,
